user_id,age_range,state,city,salary_range,job_role,sector,company_size,orders_food_delivery,food_delivery_freq_week,food_delivery_platform,primary_device,plays_other_word_games,typical_play_time,newsletter_subscriber,job_role_raw,is_senior,is_dados
5a8f7b12015bd3a4,35-44,CE,Curitiba,R$6k-R$10k,analista,finanças,MEI/micro,True,5,Nenhum,Android,False,afternoon,False,Analista,False,False
57184bd24165a3fe,35-44,RJ,Brasília,até R$2k,coordenador,educação,média,False,0,Nenhum,iOS,True,morning,True,coordenador,False,False
b5a6b71f86e450d4,35-44,PB,Belo Horizonte,R$2k-R$4k,designer,outros,MEI/micro,False,0,Nenhum,Android,True,evening,True,Designer,False,False
9afdec5d404654e0,18-24,PR,,,estudante,tech,multinacional,True,2,Ambos,Android,False,evening,True,estudante,,
006ebf544f052ea8,45+,SC,Belo Horizonte,acima de R$10k,diretor,outros,média,True,1,iFood,Android,False,morning,True,Diretor de Dados,False,True
9666773dcb717c3e,25-34,MA,Rio de Janeiro,,consultor,tech,grande,True,3,iFood,iOS,False,evening,True,Consultor de Dados,False,True
7218bdab8623dad1,25-34,RJ,Belo Horizonte,,coordenador,tech,MEI/micro,True,3,Rappi,Android,False,evening,True,coordenador,False,False
d9d132e37b4fdea8,25-34,MS,Brasília,R$6k-R$10k,designer,educação,MEI/micro,False,0,Nenhum,iOS,False,evening,False,Designer,False,False
ff1a577179e025d1,35-44,MG,,,professor,finanças,grande,True,3,Rappi,Android,False,morning,True,Professor,,False
a287e4bcef425e7e,,RN,,R$4k-R$6k,estudante,finanças,grande,True,1,Nenhum,iOS,False,afternoon,True,estudante,,
075ea90b92bc8653,35-44,CE,Rio de Janeiro,R$2k-R$4k,desenvolvedor,direito,grande,True,1,Nenhum,Android,True,morning,True,Desenvolvedor Sênior,True,False
466fbcee3f6504a1,35-44,PB,,até R$2k,designer,varejo,média,True,1,iFood,iOS,True,afternoon,True,Designer,False,False
0934362bcd890fa1,18-24,PB,Curitiba,acima de R$10k,desenvolvedor,varejo,média,True,1,Rappi,iOS,False,evening,True,Desenvolvedor,False,False
1bf9e42a84bae847,45+,MA,Porto Alegre,,gerente,outros,média,True,5,Ambos,Android,True,evening,True,Gerente de Dados,False,True
7c9e290948dca199,25-34,AM,Curitiba,R$2k-R$4k,engenheiro,educação,pequena,True,2,iFood,iOS,True,evening,True,engenheiro,False,False
d003c2be84ce5344,25-34,MA,Rio de Janeiro,R$4k-R$6k,analista,tech,MEI/micro,False,0,Nenhum,Android,True,evening,True,analista,False,False
13ebef24b74d34c0,,SP,Rio de Janeiro,R$4k-R$6k,professor,finanças,MEI/micro,True,7,Ambos,Android,True,morning,True,Professor,,False
c118d0a08ae175b1,,CE,,R$4k-R$6k,estudante,tech,MEI/micro,False,0,Nenhum,iOS,False,evening,False,estudante,,
fe30f47700d90c7b,45+,RJ,Brasília,R$4k-R$6k,coordenador,marketing,grande,False,0,Nenhum,iOS,True,morning,True,coordenador,False,False
3ac73d9b20f35050,25-34,RS,São Paulo,R$6k-R$10k,gerente,saúde,pequena,True,2,Nenhum,iOS,False,evening,True,Gerente,False,False
037158b9da1ac2af,25-34,CE,Brasília,R$2k-R$4k,coordenador,educação,média,True,1,iFood,Android,False,morning,True,Coordenador,False,False
61a7a38bcb334eec,45+,MT,Curitiba,R$6k-R$10k,analista,educação,grande,False,0,Nenhum,iOS,False,morning,True,Analista,False,False
af380479c757145c,35-44,PR,Rio de Janeiro,R$2k-R$4k,gerente,tech,MEI/micro,True,1,Nenhum,Android,True,evening,True,Gerente de Dados,False,True
4008f6a03708cd1a,25-34,RS,São Paulo,até R$2k,coordenador,finanças,MEI/micro,True,3,Rappi,iOS,False,night,True,Coordenador,False,False
107e0d87868477b3,35-44,RS,Porto Alegre,acima de R$10k,consultor,educação,média,True,2,Ambos,Android,False,night,True,consultor,False,False
7f713507c58ae4b3,35-44,AL,São Paulo,R$4k-R$6k,professor,outros,multinacional,True,3,iFood,iOS,False,morning,False,Professor,,False
e6d4bef911ec955b,45+,RN,Brasília,R$6k-R$10k,diretor,finanças,multinacional,True,1,Rappi,iOS,True,night,True,diretor,False,False
3fa8c6958952a52d,25-34,PB,Porto Alegre,,professor,outros,MEI/micro,False,0,Nenhum,iOS,False,morning,True,professor,,False
74608d7ab6d097ed,25-34,CE,,R$6k-R$10k,professor,tech,MEI/micro,False,0,Nenhum,Android,False,evening,False,professor,,False
0df2ed0c5328752c,18-24,RN,,R$4k-R$6k,analista,marketing,MEI/micro,True,5,Rappi,Android,True,night,True,Analista,False,False
d78d770405725a60,25-34,BA,,R$6k-R$10k,consultor,saúde,grande,True,7,Ambos,iOS,True,evening,True,consultor,False,False
ed88887efb29f30d,35-44,AL,Brasília,até R$2k,coordenador,saúde,multinacional,True,7,Rappi,Android,False,evening,True,Coordenador de Dados,False,True
fc5ca25cae03ece6,35-44,PR,Curitiba,R$6k-R$10k,desenvolvedor,outros,média,True,3,Nenhum,Android,True,night,True,desenvolvedor,False,False
e935045f3737df38,35-44,RJ,,R$4k-R$6k,consultor,outros,MEI/micro,True,1,Ambos,iOS,True,afternoon,True,Consultor,False,False
e7abdd59004582d7,18-24,AM,,,gerente,outros,MEI/micro,True,3,Nenhum,Android,False,morning,True,Gerente,False,False
0e4a61a1a9a316e7,35-44,MG,Brasília,R$2k-R$4k,analista,tech,multinacional,True,3,Nenhum,Android,True,night,False,Analista,False,False
0e0ac1e0d8f2d92a,35-44,RJ,,R$2k-R$4k,designer,finanças,média,True,1,iFood,iOS,False,afternoon,True,designer,False,False
321555d0183a1241,35-44,RS,Belo Horizonte,acima de R$10k,gerente,marketing,MEI/micro,True,3,Ambos,iOS,False,evening,True,Gerente,False,False
ffb7923f855e5571,35-44,SE,Porto Alegre,R$4k-R$6k,engenheiro,tech,MEI/micro,True,2,Ambos,Android,False,night,True,engenheiro,False,False
66b0a5861a08e809,35-44,RJ,,R$4k-R$6k,engenheiro,finanças,grande,True,5,Rappi,Android,True,afternoon,True,Engenheiro,False,False
c72af79f4ed67b07,25-34,PE,São Paulo,R$4k-R$6k,desenvolvedor,outros,média,True,3,iFood,Android,False,night,True,Desenvolvedor Sênior,True,False
d015a71c44d66779,25-34,SE,,,engenheiro,saúde,pequena,False,0,Nenhum,iOS,True,morning,True,Engenheiro de Dados,False,True
2a456f4dd9387ace,,CE,Brasília,R$4k-R$6k,estudante,varejo,média,True,5,Rappi,iOS,False,afternoon,True,Estudante,,
72c02763d4450194,45+,MS,Brasília,acima de R$10k,diretor,educação,multinacional,False,0,Nenhum,iOS,False,evening,True,Diretor de Dados,False,True
b2a934c6d3609ec8,35-44,PR,Porto Alegre,,consultor,varejo,MEI/micro,True,5,Rappi,Android,True,night,True,Consultor,False,False
45ac841acd25b151,18-24,RS,Curitiba,R$6k-R$10k,designer,finanças,grande,True,3,iFood,Android,False,morning,True,Designer Sênior,True,False
de391b1c8620d927,25-34,RN,São Paulo,R$2k-R$4k,analista,direito,grande,True,5,Nenhum,iOS,True,night,True,Analista,False,False
36395741cbd0e24d,,MG,Porto Alegre,R$2k-R$4k,desenvolvedor,tech,pequena,True,2,Rappi,iOS,False,evening,True,Desenvolvedor,False,False
ca0ee855fb5ee210,25-34,PB,Porto Alegre,R$6k-R$10k,analista,saúde,pequena,True,7,iFood,Android,False,afternoon,True,Analista,False,False
145c45d59cb72cdb,45+,PR,,R$4k-R$6k,analista,direito,MEI/micro,True,2,iFood,iOS,True,morning,True,Analista,False,False
6c3cdf1c7429afc0,25-34,RS,,R$6k-R$10k,estudante,direito,média,True,5,iFood,iOS,False,morning,True,estudante,,
827008040dfdd3af,25-34,MS,São Paulo,R$4k-R$6k,engenheiro,outros,grande,True,3,Ambos,iOS,True,morning,True,engenheiro,False,False
86c0dd6f0eaa97e9,35-44,SP,Rio de Janeiro,até R$2k,professor,tech,média,True,1,Ambos,Android,True,evening,True,Professor,,False
2fac7d372ab5aa8f,,PR,,até R$2k,gerente,tech,MEI/micro,True,2,Nenhum,Android,False,night,True,Gerente,False,False
d84f4e16db7257dc,25-34,MA,Rio de Janeiro,R$2k-R$4k,gerente,outros,grande,True,2,Rappi,iOS,True,morning,False,Gerente,False,False
71399b3ae816d0a7,35-44,MG,,,diretor,tech,MEI/micro,True,1,Nenhum,Android,True,morning,True,Diretor,False,False
96df91e6ccb1dccf,,MA,Porto Alegre,até R$2k,estudante,tech,MEI/micro,True,2,Ambos,Android,False,evening,True,Estudante,,
1b39eff82983a6f5,25-34,RS,,R$6k-R$10k,designer,saúde,pequena,True,3,Rappi,Android,False,morning,True,Designer,False,False
85de82a1844b25a4,35-44,SP,,acima de R$10k,gerente,tech,média,True,1,Rappi,iOS,True,evening,True,Gerente,False,False
88a75b0f5233c3b2,18-24,DF,Porto Alegre,até R$2k,engenheiro,tech,pequena,True,2,Nenhum,iOS,True,morning,True,Engenheiro Sênior,True,False
515872cd13042b6f,18-24,MA,Rio de Janeiro,acima de R$10k,analista,finanças,pequena,True,1,iFood,Android,False,afternoon,True,analista,False,False
65b4952ddfe15343,,RJ,São Paulo,R$2k-R$4k,professor,direito,pequena,True,3,Nenhum,iOS,False,evening,True,professor,,False
00f3b528c9a28fc1,,BA,,,professor,tech,pequena,True,2,Ambos,Android,True,morning,True,Professor,,False
6e941da4bd5b8eab,35-44,AL,,acima de R$10k,consultor,finanças,pequena,False,0,Nenhum,iOS,False,morning,True,Consultor,False,False
76c09fe80f7dbbcc,25-34,ES,,R$2k-R$4k,gerente,tech,média,True,3,Rappi,iOS,True,morning,False,Gerente Sênior,True,False
877bf2642bcfd366,,DF,Brasília,acima de R$10k,designer,finanças,pequena,True,7,Nenhum,iOS,False,night,True,Designer,False,False
a6ac93c77e9d5195,45+,AM,Belo Horizonte,R$6k-R$10k,engenheiro,marketing,multinacional,True,3,Nenhum,iOS,False,morning,True,engenheiro,False,False
3060225fe0ed665a,35-44,MG,São Paulo,R$2k-R$4k,analista,saúde,MEI/micro,True,7,Rappi,Android,False,afternoon,True,Analista Sênior,True,False
2c009dc60758527e,,GO,Curitiba,R$4k-R$6k,analista,outros,multinacional,False,0,Nenhum,Android,False,afternoon,True,Analista,False,False
7c39e117acec6152,18-24,RJ,,acima de R$10k,designer,tech,média,True,2,Ambos,Android,False,afternoon,True,Designer Sênior,True,False
6a3cf8514ede97b6,,PE,Belo Horizonte,até R$2k,gerente,outros,MEI/micro,False,0,Nenhum,Android,False,afternoon,True,gerente,False,False
108021f428048ebe,25-34,BA,,,gerente,outros,pequena,False,0,Nenhum,iOS,True,night,True,Gerente,False,False
0e04d60bea0991bc,25-34,DF,Rio de Janeiro,,gerente,varejo,grande,True,2,iFood,iOS,False,morning,True,Gerente,False,False
b98e24fa7de79072,25-34,MT,,R$2k-R$4k,diretor,educação,pequena,True,3,Rappi,iOS,True,evening,True,Diretor,False,False
333f1dbffcca118c,35-44,AM,Rio de Janeiro,,designer,saúde,MEI/micro,True,7,Nenhum,iOS,True,night,False,designer,False,False
92a699ffc698740e,,MT,Curitiba,R$4k-R$6k,estudante,educação,média,True,1,Ambos,iOS,True,morning,True,estudante,,
e16dab4b322b32e0,45+,AM,Rio de Janeiro,R$4k-R$6k,desenvolvedor,outros,pequena,True,1,Ambos,iOS,True,night,True,Desenvolvedor,False,False
6c8b4fe785d786c6,25-34,PB,Brasília,R$2k-R$4k,gerente,saúde,pequena,True,2,iFood,Android,True,night,True,gerente,False,False
8664f4195fb69097,18-24,RJ,Belo Horizonte,R$2k-R$4k,professor,varejo,MEI/micro,True,2,Nenhum,iOS,True,afternoon,False,Professor,,False
c9023ccc8ed57e4b,45+,PE,Curitiba,R$4k-R$6k,diretor,outros,média,True,5,Ambos,iOS,True,afternoon,True,Diretor,False,False
4abde313c7bc512c,45+,PE,Belo Horizonte,R$2k-R$4k,diretor,finanças,MEI/micro,True,1,Nenhum,iOS,True,morning,True,Diretor,False,False
10109dc2ce43acdd,,SP,Curitiba,R$6k-R$10k,coordenador,marketing,grande,True,2,Ambos,iOS,True,evening,True,Coordenador,False,False
b277277b350afcb2,45+,SE,Porto Alegre,R$2k-R$4k,diretor,tech,MEI/micro,True,3,Ambos,iOS,True,morning,True,diretor,False,False
cd480e6dbba076d1,25-34,PB,,acima de R$10k,diretor,outros,grande,True,5,Rappi,iOS,False,evening,True,Diretor,False,False
05558efc5ada8459,18-24,DF,Rio de Janeiro,,coordenador,marketing,multinacional,True,3,iFood,Android,True,night,True,coordenador,False,False
46ace4312a5bf536,45+,DF,,R$4k-R$6k,coordenador,tech,multinacional,True,5,iFood,iOS,True,evening,True,Coordenador de Dados,False,True
3ed45f49f0869f2f,,AL,,R$2k-R$4k,designer,finanças,pequena,True,3,iFood,iOS,True,evening,False,designer,False,False
4dfc64edf6ae0a50,18-24,PE,Porto Alegre,R$6k-R$10k,designer,tech,pequena,True,5,Nenhum,Android,False,evening,True,designer,False,False
30a00bd02df52c7e,35-44,RN,Rio de Janeiro,R$4k-R$6k,analista,saúde,grande,True,1,Rappi,Android,False,evening,True,analista,False,False
57a3195a73eb2690,18-24,BA,,,designer,educação,média,True,3,iFood,iOS,True,evening,True,Designer,False,False
fffc498f51b5661c,35-44,MA,Belo Horizonte,até R$2k,consultor,educação,média,True,3,Ambos,Android,False,night,True,consultor,False,False
bc06cb845ccd3a36,,SP,,até R$2k,estudante,tech,multinacional,False,0,Nenhum,iOS,True,morning,False,Estudante,,
5760054d61ccf1ca,25-34,PB,Curitiba,até R$2k,professor,saúde,MEI/micro,True,3,Nenhum,iOS,False,evening,False,Professor,,False
40dd27a6ad421d0f,,MG,São Paulo,R$4k-R$6k,coordenador,saúde,média,True,2,Nenhum,Android,False,night,True,Coordenador,False,False
c57942e11d454519,25-34,SE,Brasília,R$6k-R$10k,estudante,finanças,grande,True,2,Rappi,Android,False,night,True,Estudante,,
63d0ca1519a56124,35-44,MG,Curitiba,,gerente,finanças,pequena,True,3,Nenhum,iOS,False,morning,True,Gerente Sênior,True,False
d6f0b05fdfb936c7,35-44,PR,,R$2k-R$4k,consultor,saúde,grande,True,3,Rappi,Android,False,night,False,consultor,False,False
5f304cfced6f6414,,DF,Curitiba,R$2k-R$4k,coordenador,finanças,pequena,False,0,Nenhum,iOS,False,morning,True,coordenador,False,False
6c94eedc029cfac2,18-24,AL,Brasília,R$6k-R$10k,gerente,tech,pequena,True,1,Rappi,iOS,True,afternoon,True,gerente,False,False
fdfbb1e414f5d4ed,25-34,PR,Belo Horizonte,,diretor,outros,pequena,True,3,iFood,iOS,False,afternoon,True,Diretor,False,False
7ffe290f5669971b,35-44,MG,Brasília,R$6k-R$10k,coordenador,marketing,multinacional,True,2,iFood,iOS,False,morning,False,Coordenador,False,False
3bcc09e3c69579d7,,MS,Belo Horizonte,,diretor,marketing,grande,True,3,Rappi,iOS,False,morning,True,Diretor Sênior,True,False
e01cd12c83df90c0,35-44,AL,São Paulo,,coordenador,outros,multinacional,True,3,iFood,Android,True,morning,True,coordenador,False,False
581252ff1d5b1295,25-34,ES,,acima de R$10k,engenheiro,finanças,MEI/micro,False,0,Nenhum,iOS,False,evening,True,engenheiro,False,False
f8b5f2c1fe93e798,45+,BA,Belo Horizonte,,engenheiro,educação,pequena,True,2,Nenhum,Android,False,morning,True,Engenheiro,False,False
e6401223a53ed190,25-34,MG,Brasília,R$4k-R$6k,analista,varejo,grande,False,0,Nenhum,iOS,False,night,True,analista,False,False
1505f2e8c3599824,,SC,Porto Alegre,,desenvolvedor,tech,grande,True,5,Rappi,Android,True,night,True,Desenvolvedor,False,False
331c7cfbe3991b88,35-44,BA,,R$6k-R$10k,professor,tech,MEI/micro,True,1,iFood,Android,True,afternoon,True,Professor,,False
dc6e1f8ff842c5f5,25-34,MA,Curitiba,R$4k-R$6k,diretor,marketing,média,True,1,Rappi,iOS,False,night,True,Diretor Sênior,True,False
80887a355d8875e1,45+,MG,,R$4k-R$6k,engenheiro,finanças,grande,True,2,iFood,Android,False,evening,True,engenheiro,False,False
df107b8510023747,35-44,PE,,até R$2k,desenvolvedor,outros,multinacional,True,1,Nenhum,Android,False,afternoon,False,Desenvolvedor,False,False
63f08ecf623da206,25-34,BA,São Paulo,,desenvolvedor,outros,MEI/micro,True,1,Ambos,iOS,False,night,True,Desenvolvedor,False,False
23e395e3f0d3d99e,25-34,MA,Rio de Janeiro,acima de R$10k,analista,outros,pequena,True,1,iFood,iOS,True,morning,True,analista,False,False
f11f264586ca1dce,18-24,MA,,,coordenador,educação,multinacional,True,1,Ambos,iOS,False,morning,True,coordenador,False,False
0f8fcb0e14f03ab1,35-44,AM,,R$6k-R$10k,professor,tech,multinacional,True,3,Rappi,iOS,False,night,True,Professor,,False
108ccfc200689fc8,35-44,SP,São Paulo,R$6k-R$10k,designer,saúde,multinacional,True,5,Nenhum,Android,True,night,True,Designer,False,False
bc7b2d73613ff33d,35-44,AL,,acima de R$10k,designer,tech,MEI/micro,True,2,Nenhum,iOS,True,morning,True,Designer Sênior,True,False
f54370c879525d12,25-34,ES,,R$4k-R$6k,diretor,saúde,pequena,True,3,iFood,Android,False,night,True,diretor,False,False
015cdf7c949af151,45+,SE,Brasília,R$4k-R$6k,estudante,outros,média,False,0,Nenhum,iOS,False,afternoon,True,Estudante,,
29ee0a8e87fba77d,45+,CE,Curitiba,R$2k-R$4k,gerente,outros,MEI/micro,True,1,iFood,iOS,False,evening,True,gerente,False,False
5a9ca732e1eb53da,18-24,PE,,R$4k-R$6k,designer,finanças,pequena,True,5,Ambos,Android,False,evening,True,Designer,False,False
3abcdfc7c3b004d7,45+,AM,Rio de Janeiro,até R$2k,engenheiro,tech,média,True,1,Nenhum,iOS,False,afternoon,True,Engenheiro,False,False
d22c0a0d6a2d6db6,,PR,,R$4k-R$6k,professor,finanças,média,True,3,iFood,Android,False,afternoon,False,professor,,False
9fe16955f9adc8b3,25-34,MT,Curitiba,até R$2k,professor,saúde,grande,True,5,Ambos,iOS,True,night,False,Professor,,False
5ce4eeddfd77553b,18-24,SE,Brasília,acima de R$10k,engenheiro,outros,MEI/micro,True,2,iFood,iOS,False,evening,True,Engenheiro,False,False
9db582aeebf842f7,25-34,GO,Rio de Janeiro,R$4k-R$6k,desenvolvedor,direito,multinacional,True,1,Ambos,iOS,False,evening,True,desenvolvedor,False,False
50eaa3f36a60c821,35-44,GO,Porto Alegre,até R$2k,diretor,saúde,média,True,1,Nenhum,iOS,False,night,True,diretor,False,False
432a94a2737206b6,45+,PE,,R$4k-R$6k,designer,finanças,pequena,False,0,Nenhum,iOS,False,morning,True,Designer,False,False
59ad3397e5411b66,18-24,MG,São Paulo,R$2k-R$4k,desenvolvedor,outros,grande,True,7,iFood,iOS,True,night,True,desenvolvedor,False,False
560dc27139e6f1ef,18-24,PB,Rio de Janeiro,,professor,tech,multinacional,True,1,Ambos,Android,True,morning,True,Professor,,False
f3f5cc32baa2b6f8,25-34,PB,Rio de Janeiro,,coordenador,saúde,MEI/micro,True,1,Rappi,iOS,True,night,True,Coordenador,False,False
d9d359c7cf4e1077,25-34,GO,,R$4k-R$6k,engenheiro,marketing,pequena,True,7,Nenhum,iOS,False,evening,False,Engenheiro,False,False
dd4d9482a715030f,25-34,GO,,,professor,educação,pequena,True,2,Rappi,Android,True,morning,True,professor,,False
1b0a2089b80529f4,18-24,SC,Curitiba,acima de R$10k,engenheiro,marketing,grande,True,2,Nenhum,iOS,True,afternoon,True,Engenheiro,False,False
49fb1a084e96add8,25-34,SC,,,analista,tech,grande,False,0,Nenhum,iOS,True,morning,True,Analista,False,False
2ef7bb7613b879d7,25-34,SE,,,desenvolvedor,finanças,grande,False,0,Nenhum,iOS,True,afternoon,False,desenvolvedor,False,False
465e66d70e20ebbe,25-34,DF,São Paulo,acima de R$10k,coordenador,outros,média,True,7,Nenhum,Android,False,evening,False,Coordenador,False,False
3cb1e9424a5e2b5f,45+,RN,Rio de Janeiro,R$4k-R$6k,diretor,tech,grande,True,5,Nenhum,Android,False,morning,False,diretor,False,False
b3ad3e91e625cbf9,,MG,,R$6k-R$10k,analista,tech,média,True,3,Rappi,iOS,False,morning,False,analista,False,False
33c031a403b05c98,18-24,PB,Belo Horizonte,R$4k-R$6k,estudante,outros,média,False,0,Nenhum,iOS,False,afternoon,True,Estudante,,
4ee134324076173b,25-34,ES,Curitiba,,estudante,varejo,MEI/micro,True,5,Nenhum,Android,False,afternoon,True,Estudante,,
b968a579bd0c4b8a,18-24,CE,Porto Alegre,,estudante,outros,grande,True,5,Ambos,Android,False,evening,False,estudante,,
40e125f528a28523,25-34,PB,,R$2k-R$4k,desenvolvedor,marketing,grande,True,7,Rappi,Android,True,afternoon,True,Desenvolvedor,False,False
d87b2e3924f53bf7,35-44,MG,Porto Alegre,R$4k-R$6k,consultor,outros,multinacional,True,1,Nenhum,iOS,True,afternoon,True,Consultor,False,False
8a14beae4a808df5,35-44,MT,Curitiba,R$2k-R$4k,gerente,saúde,grande,True,7,Nenhum,iOS,True,morning,True,gerente,False,False
a338ac20148e9794,25-34,BA,,R$2k-R$4k,gerente,finanças,pequena,True,1,Ambos,Android,True,evening,True,Gerente,False,False
600539eb4c4270a3,25-34,BA,São Paulo,,gerente,tech,pequena,True,1,iFood,Android,True,afternoon,True,Gerente,False,False
9c2e6ade48ea4dea,25-34,SC,Porto Alegre,,diretor,saúde,média,True,3,Nenhum,iOS,True,night,True,Diretor de Dados,False,True
b3a4f9c4637ad989,25-34,MG,São Paulo,R$6k-R$10k,analista,finanças,média,True,2,iFood,Android,True,evening,True,analista,False,False
24d89dda05809dd1,25-34,SP,,,coordenador,tech,multinacional,True,2,Nenhum,Android,False,evening,True,Coordenador,False,False
9a8d4e8ee28d9789,35-44,ES,Curitiba,até R$2k,gerente,finanças,média,True,2,Rappi,Android,False,evening,True,Gerente,False,False
959d50a57149a2f0,25-34,RJ,,,consultor,direito,pequena,False,0,Nenhum,Android,False,night,True,Consultor de Dados,False,True
2b0bad55f95cc8c8,25-34,CE,Belo Horizonte,R$2k-R$4k,desenvolvedor,outros,multinacional,True,2,iFood,iOS,True,evening,True,desenvolvedor,False,False
3516b73ca7dc5022,25-34,MA,,,diretor,finanças,multinacional,True,7,iFood,Android,True,night,True,Diretor,False,False
a9f6bf92335c93ec,18-24,RN,Porto Alegre,,consultor,outros,média,True,2,iFood,iOS,False,afternoon,True,consultor,False,False
04635aaf2d59584d,25-34,SC,,R$4k-R$6k,diretor,outros,média,True,3,Ambos,iOS,True,afternoon,True,Diretor,False,False
1f4932e8e50f10e2,25-34,MT,,,professor,outros,multinacional,True,1,iFood,iOS,False,morning,True,Professor,,False
a04ad6a5edbcbf81,18-24,MA,Belo Horizonte,até R$2k,designer,outros,grande,True,5,Nenhum,Android,False,morning,True,Designer,False,False
de9cb9e302ac9ca4,35-44,GO,,R$4k-R$6k,estudante,tech,multinacional,True,3,Nenhum,iOS,True,afternoon,True,estudante,,
0691e6f5b2646e8f,25-34,ES,Porto Alegre,R$6k-R$10k,consultor,finanças,multinacional,True,5,Nenhum,iOS,True,afternoon,True,Consultor,False,False
0f40da464d1f48fd,,CE,São Paulo,R$4k-R$6k,estudante,finanças,grande,False,0,Nenhum,Android,True,morning,True,Estudante,,
83b68c2830588bf8,25-34,SC,São Paulo,R$6k-R$10k,coordenador,varejo,MEI/micro,False,0,Nenhum,iOS,False,afternoon,True,Coordenador,False,False
4351b55b2ce4c20e,25-34,MA,Rio de Janeiro,,coordenador,finanças,grande,True,3,Rappi,Android,False,evening,True,coordenador,False,False
82f0ec2b0f917b5b,,DF,,,designer,outros,MEI/micro,True,2,Rappi,Android,False,evening,True,Designer,False,False
04de9e9a25caffea,35-44,SE,,R$6k-R$10k,gerente,varejo,pequena,True,2,Nenhum,Android,True,evening,True,Gerente,False,False
3c3686f5e4b13971,45+,MG,,até R$2k,consultor,educação,multinacional,True,2,Rappi,iOS,False,night,True,Consultor de Dados,False,True
3ade37a54e98a142,,MT,,R$4k-R$6k,consultor,marketing,MEI/micro,False,0,Nenhum,Android,True,night,False,Consultor,False,False
37b3cad587f42d1b,18-24,BA,,,estudante,varejo,pequena,True,1,Nenhum,iOS,True,morning,True,Estudante,,
99ce5d6cfe9c2906,25-34,PR,São Paulo,,designer,marketing,MEI/micro,True,7,iFood,Android,True,afternoon,True,designer,False,False
c39bd9648da14513,45+,AM,,acima de R$10k,consultor,saúde,MEI/micro,True,3,iFood,iOS,False,afternoon,True,consultor,False,False
f455be20a59922d6,35-44,PR,,até R$2k,professor,outros,pequena,True,2,Ambos,Android,False,morning,True,Professor Sênior,,False
700e37eba4f979d7,35-44,SP,,acima de R$10k,analista,marketing,média,True,1,Nenhum,iOS,False,morning,True,Analista de Dados,False,True
c1c4812a2dc8b525,35-44,RJ,,,estudante,saúde,média,True,5,Rappi,iOS,False,afternoon,True,Estudante,,
5c215398f9743955,35-44,DF,Brasília,,gerente,outros,MEI/micro,False,0,Nenhum,iOS,True,afternoon,True,Gerente,False,False
3572f0a2fead3914,45+,PB,Brasília,R$6k-R$10k,estudante,saúde,pequena,True,2,Ambos,Android,True,night,True,Estudante,,
9f7e38a2652b8405,35-44,MG,,acima de R$10k,analista,finanças,média,False,0,Nenhum,iOS,False,night,True,Analista de Dados,False,True
f229a472b1928335,25-34,RS,Rio de Janeiro,até R$2k,coordenador,finanças,pequena,True,2,iFood,Android,False,afternoon,True,coordenador,False,False
8118c37183049a98,25-34,RS,,R$4k-R$6k,estudante,varejo,pequena,True,5,iFood,iOS,False,morning,True,estudante,,
5a4d7e004bc865a7,18-24,ES,São Paulo,R$2k-R$4k,gerente,tech,pequena,True,1,Nenhum,Android,True,morning,True,Gerente,False,False
680afd9dd1bd8a2c,18-24,AL,,,diretor,varejo,multinacional,True,1,iFood,iOS,False,evening,True,Diretor Sênior,True,False
